"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"21.01.2022","1,1202","1,2586","1,2802","1,1018","583,85M","-11,24%"
"20.01.2022","1,2621","1,3367","1,4251","1,2518","409,96M","-5,59%"
"19.01.2022","1,3368","1,4582","1,5323","1,3270","502,95M","-8,33%"
"18.01.2022","1,4582","1,6016","1,6349","1,4139","651,50M","-8,95%"
"17.01.2022","1,6015","1,4109","1,6034","1,3878","772,27M","13,51%"
"16.01.2022","1,4109","1,2921","1,4211","1,2870","355,88M","9,19%"
"15.01.2022","1,2922","1,2927","1,3177","1,2519","127,21M","-0,04%"
"14.01.2022","1,2927","1,2318","1,3088","1,2226","228,54M","5,07%"
"13.01.2022","1,2304","1,3075","1,3527","1,2287","272,21M","-5,77%"
"12.01.2022","1,3057","1,1862","1,3068","1,1862","219,06M","10,07%"
"11.01.2022","1,1862","1,1238","1,1949","1,1220","177,14M","5,53%"
"10.01.2022","1,1240","1,1693","1,1802","1,0727","273,56M","-3,87%"
"09.01.2022","1,1692","1,1812","1,2050","1,1480","166,87M","-1,01%"
"08.01.2022","1,1812","1,2093","1,2530","1,1293","249,83M","-2,15%"
"07.01.2022","1,2071","1,2808","1,2834","1,1910","307,47M","-5,76%"
"06.01.2022","1,2808","1,2292","1,2965","1,1878","254,04M","4,20%"
"05.01.2022","1,2292","1,3099","1,3520","1,1939","222,29M","-6,16%"
"04.01.2022","1,3099","1,3191","1,3509","1,2960","137,65M","-0,69%"
"03.01.2022","1,3191","1,3779","1,3779","1,3104","125,09M","-4,27%"
"02.01.2022","1,3780","1,3789","1,3900","1,3430","115,33M","-0,07%"
"01.01.2022","1,3789","1,3088","1,3789","1,3067","104,96M","5,34%"
"31.12.2021","1,3090","1,3580","1,3819","1,2819","184,18M","-3,67%"
"30.12.2021","1,3589","1,3307","1,3778","1,2992","195,11M","2,14%"
"29.12.2021","1,3304","1,3998","1,4368","1,3247","229,60M","-4,85%"
"28.12.2021","1,3982","1,5142","1,5381","1,3792","347,26M","-7,65%"
"27.12.2021","1,5139","1,4543","1,5912","1,4510","265,20M","4,10%"
"26.12.2021","1,4544","1,4529","1,4669","1,4089","160,28M","0,10%"
"25.12.2021","1,4529","1,3913","1,4598","1,3833","138,23M","4,43%"
"24.12.2021","1,3913","1,4733","1,4899","1,3829","193,99M","-5,55%"
"23.12.2021","1,4731","1,3271","1,4898","1,3089","327,18M","11,00%"
"22.12.2021","1,3271","1,2806","1,3667","1,2762","246,15M","3,64%"
"21.12.2021","1,2805","1,2366","1,2889","1,2274","198,29M","3,59%"
"20.12.2021","1,2361","1,2444","1,2600","1,2020","238,60M","-0,68%"
"19.12.2021","1,2445","1,2423","1,3100","1,2404","206,66M","0,18%"
"18.12.2021","1,2423","1,2183","1,2666","1,2010","196,30M","1,97%"
"17.12.2021","1,2183","1,2399","1,2579","1,1848","259,72M","-1,74%"
"16.12.2021","1,2399","1,3109","1,3295","1,2383","224,05M","-5,46%"
"15.12.2021","1,3116","1,2665","1,3298","1,2050","280,96M","3,56%"
"14.12.2021","1,2665","1,2231","1,2821","1,2007","306,88M","3,54%"
"13.12.2021","1,2231","1,3461","1,3561","1,2007","277,80M","-9,14%"
"12.12.2021","1,3462","1,3515","1,4136","1,3209","262,46M","-0,37%"
"11.12.2021","1,3512","1,2108","1,3610","1,1922","314,40M","11,72%"
"10.12.2021","1,2094","1,2893","1,3322","1,2077","348,26M","-6,21%"
"09.12.2021","1,2895","1,3944","1,4080","1,2887","316,74M","-7,51%"
"08.12.2021","1,3943","1,3783","1,4231","1,3399","328,75M","1,16%"
"07.12.2021","1,3783","1,4212","1,4779","1,3656","419,79M","-3,05%"
"06.12.2021","1,4217","1,3775","1,4379","1,2556","515,14M","3,21%"
"05.12.2021","1,3775","1,4228","1,4342","1,2865","583,69M","-3,21%"
"04.12.2021","1,4232","1,5553","1,5570","1,1972","867,37M","-8,49%"
"03.12.2021","1,5553","1,7199","1,7281","1,5216","466,59M","-9,58%"
"02.12.2021","1,7200","1,5477","1,7565","1,5186","586,89M","11,18%"
"01.12.2021","1,5471","1,5532","1,6217","1,5331","259,95M","-0,40%"
"30.11.2021","1,5533","1,6010","1,6276","1,5461","300,28M","-3,01%"
"29.11.2021","1,6015","1,5941","1,6348","1,5582","290,68M","0,48%"
"28.11.2021","1,5938","1,5435","1,5987","1,4230","358,15M","3,27%"
"27.11.2021","1,5434","1,5328","1,5845","1,5317","249,90M","0,88%"
"26.11.2021","1,5299","1,6749","1,6844","1,4980","542,99M","-8,66%"
"25.11.2021","1,6749","1,6652","1,7475","1,6199","402,90M","0,51%"
"24.11.2021","1,6664","1,7508","1,7520","1,5876","485,56M","-4,82%"
"23.11.2021","1,7508","1,7762","1,8154","1,7448","242,49M","-1,45%"
"22.11.2021","1,7765","1,8379","1,8379","1,7580","220,71M","-3,39%"
"21.11.2021","1,8389","1,9206","1,9239","1,8337","159,81M","-4,25%"
"20.11.2021","1,9205","1,8631","1,9550","1,8605","209,57M","3,04%"
"19.11.2021","1,8637","1,7886","1,8922","1,7551","252,66M","4,20%"
"18.11.2021","1,7886","1,8763","1,9061","1,7038","352,09M","-4,71%"
"17.11.2021","1,8769","1,8757","1,8912","1,8010","394,50M","0,07%"
"16.11.2021","1,8757","2,0180","2,0180","1,7702","453,59M","-7,05%"
"15.11.2021","2,0178","2,0398","2,0928","2,0134","152,83M","-1,08%"
"14.11.2021","2,0398","2,0505","2,0693","2,0103","111,32M","-0,52%"
"13.11.2021","2,0505","2,0452","2,0792","2,0215","190,95M","0,26%"
"12.11.2021","2,0452","2,0800","2,0984","1,9919","300,50M","-1,67%"
"11.11.2021","2,0800","2,1004","2,1521","2,0620","406,24M","-0,97%"
"10.11.2021","2,1004","2,2675","2,3263","1,9428","845,19M","-7,36%"
"09.11.2021","2,2673","2,1256","2,3746","2,1058","849,35M","6,66%"
"08.11.2021","2,1256","2,0197","2,1382","2,0094","287,42M","5,31%"
"07.11.2021","2,0185","2,0048","2,0340","1,9750","155,52M","0,70%"
"06.11.2021","2,0045","1,9814","2,0374","1,9437","175,90M","1,16%"
"05.11.2021","1,9815","1,9826","2,0168","1,9610","202,76M","-0,11%"
"04.11.2021","1,9836","2,0622","2,1026","1,9488","369,44M","-3,81%"
"03.11.2021","2,0622","1,9695","2,1429","1,9502","505,06M","4,71%"
"02.11.2021","1,9694","1,9488","1,9949","1,9348","211,94M","1,06%"
"01.11.2021","1,9488","1,9656","2,0178","1,9159","270,39M","-0,82%"
"31.10.2021","1,9649","1,9547","2,0250","1,9182","244,03M","0,52%"
"30.10.2021","1,9547","2,0133","2,0179","1,9271","222,19M","-2,85%"
"29.10.2021","2,0121","1,9862","2,0461","1,9810","287,00M","1,33%"
"28.10.2021","1,9856","1,9107","2,0578","1,9079","546,72M","3,92%"
"27.10.2021","1,9107","2,1369","2,1550","1,8102","643,95M","-10,59%"
"26.10.2021","2,1369","2,1448","2,2006","2,1244","240,93M","-0,36%"
"25.10.2021","2,1448","2,1192","2,1767","2,1145","164,12M","1,20%"
"24.10.2021","2,1192","2,1655","2,1679","2,0930","158,55M","-2,10%"
"23.10.2021","2,1646","2,1551","2,1744","2,1337","158,87M","0,45%"
"22.10.2021","2,1549","2,1368","2,2094","2,1304","277,28M","0,85%"
"21.10.2021","2,1368","2,1884","2,2969","2,1341","445,86M","-2,34%"
"20.10.2021","2,1880","2,1099","2,2063","2,0919","224,73M","3,66%"
"19.10.2021","2,1106","2,1288","2,1571","2,0928","179,35M","-0,85%"
"18.10.2021","2,1288","2,1573","2,1739","2,1074","178,76M","-1,31%"
"17.10.2021","2,1571","2,1765","2,1883","2,0952","191,46M","-0,89%"
"16.10.2021","2,1765","2,2172","2,2492","2,1704","264,83M","-1,79%"
"15.10.2021","2,2162","2,1725","2,2419","2,1392","348,05M","2,01%"
"14.10.2021","2,1725","2,1877","2,2227","2,1573","203,22M","-0,70%"
"13.10.2021","2,1877","2,1171","2,1983","2,0820","248,18M","3,34%"
"12.10.2021","2,1169","2,1714","2,1714","2,0729","290,96M","-2,51%"
"11.10.2021","2,1715","2,1892","2,2490","2,1185","242,66M","-0,82%"
"10.10.2021","2,1895","2,2679","2,2767","2,1658","189,65M","-3,36%"
"09.10.2021","2,2656","2,2363","2,2998","2,2208","147,26M","1,38%"
"08.10.2021","2,2348","2,2765","2,3109","2,2198","178,97M","-1,82%"
"07.10.2021","2,2762","2,2101","2,3712","2,1521","324,64M","3,00%"
"06.10.2021","2,2099","2,2330","2,2500","2,1125","235,79M","-1,04%"
"05.10.2021","2,2330","2,1902","2,2569","2,1799","168,24M","1,96%"
"04.10.2021","2,1900","2,2511","2,2521","2,1512","192,08M","-2,71%"
"03.10.2021","2,2511","2,2487","2,3081","2,2220","193,75M","0,10%"
"02.10.2021","2,2488","2,2554","2,3207","2,1938","274,02M","-0,37%"
"01.10.2021","2,2572","2,1162","2,2735","2,0929","328,38M","6,66%"
"30.09.2021","2,1164","2,0655","2,1349","2,0515","250,07M","2,45%"
"29.09.2021","2,0658","2,0370","2,1424","2,0220","272,69M","1,43%"
"28.09.2021","2,0367","2,1312","2,1716","2,0300","289,31M","-4,41%"
"27.09.2021","2,1307","2,2090","2,2726","2,1293","288,51M","-3,52%"
"26.09.2021","2,2084","2,2985","2,2999","2,1490","452,94M","-3,92%"
"25.09.2021","2,2985","2,2780","2,4553","2,2395","649,94M","0,90%"
"24.09.2021","2,2780","2,3277","2,3436","2,0700","656,06M","-2,13%"
"23.09.2021","2,3277","2,2577","2,3442","2,1808","355,13M","3,03%"
"22.09.2021","2,2591","1,9842","2,2659","1,9691","564,97M","13,92%"
"21.09.2021","1,9830","2,0684","2,2239","1,9132","795,40M","-4,13%"
"20.09.2021","2,0684","2,2827","2,2884","1,9827","","-9,39%"
"19.09.2021","2,2827","2,3719","2,3959","2,2612","222,62M","-3,76%"
"18.09.2021","2,3719","2,3476","2,4374","2,3126","193,89M","1,04%"
"17.09.2021","2,3476","2,4171","2,4396","2,3227","235,04M","-2,90%"
"16.09.2021","2,4176","2,5026","2,5119","2,3821","358,13M","-3,39%"
"15.09.2021","2,5025","2,3950","2,5811","2,3643","444,87M","4,56%"
"14.09.2021","2,3934","2,4029","2,4362","2,3240","416,79M","-0,42%"
"13.09.2021","2,4036","2,5829","2,5922","2,3112","683,87M","-6,96%"
"12.09.2021","2,5833","2,6352","2,7866","2,5061","837,41M","-1,98%"
"11.09.2021","2,6354","2,3834","2,7945","2,3699","9,74M","10,62%"
"10.09.2021","2,3825","2,5164","2,5848","2,2786","80,92M","-5,31%"
"09.09.2021","2,5161","2,4699","2,6202","2,3969","573,39M","1,87%"
"08.09.2021","2,4699","2,5047","2,5614","2,2011","785,86M","-1,39%"
"07.09.2021","2,5047","2,8323","2,8747","2,0316","1,24B","-11,57%"
"06.09.2021","2,8323","2,9106","2,9257","2,7968","324,01M","-2,71%"
"05.09.2021","2,9112","2,8302","2,9552","2,8240","283,80M","2,86%"
"04.09.2021","2,8302","2,9653","2,9653","2,8070","128,51M","-4,55%"
"03.09.2021","2,9652","2,9610","3,0291","2,9030","359,20M","0,14%"
"02.09.2021","2,9610","2,8695","3,0989","2,8368","555,92M","3,17%"
"01.09.2021","2,8700","2,7693","2,9012","2,7226","331,41M","3,63%"
"31.08.2021","2,7693","2,7340","2,8789","2,7068","392,37M","1,25%"
"30.08.2021","2,7353","2,8527","2,8833","2,7226","390,90M","-4,12%"
"29.08.2021","2,8527","2,8464","2,9287","2,7251","396,34M","0,21%"
"28.08.2021","2,8467","2,9460","2,9492","2,7760","400,80M","-3,37%"
"27.08.2021","2,9459","2,5295","2,9459","2,4992","638,38M","16,22%"
"26.08.2021","2,5347","2,7402","2,7846","2,4701","","-7,50%"
"25.08.2021","2,7402","2,7243","2,7958","2,6124","603,58M","0,58%"
"24.08.2021","2,7242","2,9165","2,9463","2,5985","844,24M","-6,55%"
"23.08.2021","2,9153","2,7058","2,9701","2,6898","841,88M","7,70%"
"22.08.2021","2,7068","2,4360","2,7184","2,4337","621,80M","11,12%"
"21.08.2021","2,4360","2,4553","2,5288","2,3870","349,36M","-0,78%"
"20.08.2021","2,4553","2,4390","2,5794","2,3734","810,94M","0,67%"
"19.08.2021","2,4390","2,1049","2,4522","2,0464","867,20M","15,61%"
"18.08.2021","2,1097","1,9253","2,1611","1,8787","590,03M","9,57%"
"17.08.2021","1,9255","2,0729","2,1401","1,9131","437,15M","-7,11%"
"16.08.2021","2,0729","2,1669","2,1963","2,0485","509,15M","-4,38%"
"15.08.2021","2,1679","2,1888","2,2493","2,0321","718,04M","-0,96%"
"14.08.2021","2,1889","2,1370","2,2510","2,0890","1,05B","2,43%"
"13.08.2021","2,1370","1,8288","2,1475","1,8233","994,02M","16,85%"
"12.08.2021","1,8288","1,7976","1,8669","1,6808","69,99M","1,72%"
"11.08.2021","1,7979","1,6776","1,8917","1,6703","810,29M","7,22%"
"10.08.2021","1,6768","1,4754","1,6994","1,4576","558,57M","13,67%"
"09.08.2021","1,4752","1,4262","1,4987","1,3947","322,95M","3,42%"
"08.08.2021","1,4264","1,4735","1,4943","1,4077","337,15M","-3,24%"
"07.08.2021","1,4741","1,4011","1,4846","1,3958","396,61M","5,21%"
"06.08.2021","1,4011","1,3859","1,4243","1,3622","272,05M","1,10%"
"05.08.2021","1,3859","1,3759","1,3972","1,3390","259,90M","0,72%"
"04.08.2021","1,3759","1,3648","1,3930","1,3237","325,17M","0,81%"
"03.08.2021","1,3648","1,3086","1,3822","1,2626","","4,29%"
"02.08.2021","1,3086","1,3143","1,3485","1,2961","231,98M","-0,58%"
"01.08.2021","1,3163","1,3178","1,3868","1,2996","328,16M","-0,02%"
"31.07.2021","1,3166","1,3104","1,3321","1,2896","222,18M","0,56%"
"30.07.2021","1,3093","1,2837","1,3172","1,2491","280,49M","2,03%"
"29.07.2021","1,2832","1,2859","1,2986","1,2588","95,20M","-0,21%"
"28.07.2021","1,2859","1,2804","1,3169","1,2586","340,48M","0,43%"
"27.07.2021","1,2805","1,2552","1,3151","1,2150","418,43M","2,01%"
"26.07.2021","1,2552","1,2282","1,3974","1,2226","596,83M","2,20%"
"25.07.2021","1,2281","1,2160","1,2361","1,1912","181,71M","1,08%"
"24.07.2021","1,2150","1,2053","1,2237","1,1978","221,74M","0,80%"
"23.07.2021","1,2054","1,1856","1,2067","1,1470","91,89M","1,65%"
"22.07.2021","1,1859","1,1697","1,2051","1,1503","298,36M","1,38%"
"21.07.2021","1,1697","1,0545","1,2211","1,0372","464,72M","10,92%"
"20.07.2021","1,0545","1,1223","1,1341","1,0211","412,27M","-5,95%"
"19.07.2021","1,1212","1,1823","1,1909","1,1167","218,34M","-5,17%"
"18.07.2021","1,1823","1,1713","1,2181","1,1682","185,35M","0,94%"
"17.07.2021","1,1713","1,1716","1,1943","1,1507","219,88M","-0,03%"
"16.07.2021","1,1716","1,2253","1,2435","1,1660","252,66M","-4,36%"
"15.07.2021","1,2250","1,2631","1,2886","1,2060","235,34M","-3,02%"
"14.07.2021","1,2631","1,2650","1,2887","1,1991","263,35M","-0,14%"
"13.07.2021","1,2649","1,3147","1,3207","1,2507","206,08M","-3,79%"
"12.07.2021","1,3147","1,3479","1,3731","1,2922","","-2,46%"
"11.07.2021","1,3479","1,3353","1,3663","1,3232","128,62M","0,92%"
"10.07.2021","1,3357","1,3496","1,3654","1,3183","158,19M","-1,02%"
"09.07.2021","1,3495","1,3324","1,3721","1,2903","256,51M","1,28%"
"08.07.2021","1,3324","1,4038","1,4060","1,3294","243,36M","-5,09%"
"07.07.2021","1,4038","1,4163","1,4401","1,4002","214,64M","-0,88%"
"06.07.2021","1,4163","1,4040","1,4566","1,3924","231,11M","0,87%"
"05.07.2021","1,4041","1,4613","1,4614","1,3784","295,33M","-3,94%"
"04.07.2021","1,4616","1,4209","1,4943","1,4207","291,73M","2,86%"
"03.07.2021","1,4209","1,3955","1,4407","1,3588","337,75M","1,82%"
"02.07.2021","1,3955","1,3330","1,3956","1,2861","374,91M","4,69%"
"01.07.2021","1,3330","1,3838","1,3840","1,3037","356,70M","-3,67%"
"30.06.2021","1,3838","1,3712","1,3984","1,2865","472,70M","0,92%"
"29.06.2021","1,3712","1,3260","1,4196","1,3195","466,56M","3,51%"
"28.06.2021","1,3247","1,3363","1,3491","1,3044","403,52M","-0,81%"
"27.06.2021","1,3355","1,2517","1,3478","1,2413","429,63M","6,70%"
"26.06.2021","1,2517","1,2547","1,2910","1,1985","634,25M","-0,24%"
"25.06.2021","1,2547","1,3570","1,3958","1,2449","943,95M","-7,54%"
"24.06.2021","1,3570","1,2506","1,3973","1,2029","446,00M","8,51%"
"23.06.2021","1,2506","1,1520","1,3065","1,1100","963,81M","8,56%"
"22.06.2021","1,1520","1,1757","1,2625","1,0010","462,25M","-2,02%"
"21.06.2021","1,1757","1,4269","1,4269","1,1680","841,29M","-17,60%"
"20.06.2021","1,4269","1,3856","1,4269","1,3066","436,50M","2,98%"
"19.06.2021","1,3855","1,4127","1,4405","1,3838","323,50M","-1,94%"
"18.06.2021","1,4129","1,4809","1,4926","1,3756","386,36M","-4,60%"
"17.06.2021","1,4810","1,4843","1,5380","1,4580","311,28M","-0,16%"
"16.06.2021","1,4833","1,5564","1,5747","1,4746","385,43M","-4,70%"
"15.06.2021","1,5565","1,5757","1,6104","1,5448","382,73M","-1,23%"
"14.06.2021","1,5758","1,5585","1,5934","1,5087","495,19M","1,10%"
"13.06.2021","1,5586","1,4773","1,5791","1,4008","594,54M","5,52%"
"12.06.2021","1,4772","1,4362","1,4923","1,3578","566,56M","2,87%"
"11.06.2021","1,4360","1,5315","1,5451","1,4193","442,16M","-6,24%"
"10.06.2021","1,5315","1,6249","1,6362","1,5085","420,71M","-5,74%"
"09.06.2021","1,6248","1,5821","1,6329","1,4840","615,75M","2,50%"
"08.06.2021","1,5851","1,5652","1,5946","1,4023","779,94M","1,33%"
"07.06.2021","1,5644","1,6753","1,7409","1,5529","65,27M","-6,63%"
"06.06.2021","1,6755","1,6580","1,7050","1,6463","275,21M","1,05%"
"05.06.2021","1,6581","1,7091","1,7818","1,6115","473,63M","-2,98%"
"04.06.2021","1,7090","1,8443","1,8475","1,6119","777,49M","-7,35%"
"03.06.2021","1,8445","1,7531","1,8882","1,7171","550,63M","5,22%"
"02.06.2021","1,7531","1,7352","1,8025","1,7192","512,66M","1,03%"
"01.06.2021","1,7352","1,7399","1,7779","1,6570","688,49M","-0,28%"
"31.05.2021","1,7400","1,5757","1,7490","1,5280","694,83M","10,42%"
"30.05.2021","1,5758","1,4015","1,6874","1,3517","954,14M","12,44%"
"29.05.2021","1,4014","1,5123","1,5594","1,3354","709,80M","-7,33%"
"28.05.2021","1,5122","1,6452","1,6753","1,4525","1,01B","-8,08%"
"27.05.2021","1,6452","1,7781","1,7837","1,6100","699,09M","-7,47%"
"26.05.2021","1,7780","1,5520","1,8280","1,5520","1,09B","14,56%"
"25.05.2021","1,5521","1,5475","1,6484","1,4375","1,05B","0,31%"
"24.05.2021","1,5473","1,3150","1,5957","1,2663","1,36B","17,65%"
"23.05.2021","1,3152","1,4630","1,5371","1,0526","1,89B","-10,11%"
"22.05.2021","1,4631","1,5476","1,5975","1,3689","1,11B","-5,46%"
"21.05.2021","1,5476","1,8033","1,8661","1,3247","1,51B","-14,18%"
"20.05.2021","1,8033","1,4718","1,9394","1,3324","1,82B","22,53%"
"19.05.2021","1,4717","2,0055","2,0269","1,0231","2,94B","-26,62%"
"18.05.2021","2,0057","2,0313","2,1462","1,9729","798,42M","-1,27%"
"17.05.2021","2,0314","2,3003","2,3259","1,9215","1,49B","-11,69%"
"16.05.2021","2,3003","2,1721","2,4601","2,0167","1,53B","5,91%"
"15.05.2021","2,1720","2,0058","2,3727","1,9712","1,83B","8,30%"
"14.05.2021","2,0056","1,9291","2,0392","1,8123","935,48M","3,94%"
"13.05.2021","1,9295","1,5676","1,9697","1,5004","2,05B","23,08%"
"12.05.2021","1,5677","1,7632","1,8192","1,5498","805,11M","-11,10%"
"11.05.2021","1,7635","1,6427","1,7779","1,5980","736,26M","7,33%"
"10.05.2021","1,6431","1,7714","1,8226","1,5258","990,41M","-7,17%"
"09.05.2021","1,7699","1,6207","1,8292","1,5765","882,67M","9,21%"
"08.05.2021","1,6207","1,6533","1,6533","1,5623","560,14M","-1,97%"
"07.05.2021","1,6532","1,6477","1,7450","1,5287","1,04B","0,32%"
"06.05.2021","1,6478","1,4781","1,6996","1,4292","1,73B","11,49%"
"05.05.2021","1,4780","1,2900","1,4931","1,2900","783,15M","14,66%"
"04.05.2021","1,2890","1,2793","1,3074","1,2757","585,18M","-5,37%"
"03.05.2021","1,3622","1,3267","1,3799","1,3215","390,15M","2,68%"
"02.05.2021","1,3266","1,3514","1,3546","1,2952","325,32M","-1,87%"
"01.05.2021","1,3518","1,3521","1,3676","1,3168","317,78M","-0,02%"
"30.04.2021","1,3521","1,3069","1,3699","1,2876","459,62M","3,45%"
"29.04.2021","1,3070","1,3369","1,4103","1,2681","817,53M","-2,24%"
"28.04.2021","1,3369","1,3075","1,3485","1,2350","575,49M","2,21%"
"27.04.2021","1,3079","1,2348","1,3326","1,2263","579,44M","5,95%"
"26.04.2021","1,2345","1,0901","1,2499","1,0820","713,34M","13,27%"
"25.04.2021","1,0899","1,1027","1,1460","1,0204","505,26M","-1,11%"
"24.04.2021","1,1021","1,1567","1,1961","1,0960","813,89M","-4,73%"
"23.04.2021","1,1568","1,1462","1,1660","0,9438","1,55B","0,92%"
"22.04.2021","1,1463","1,2044","1,2787","1,1181","812,88M","-4,83%"
"21.04.2021","1,2045","1,2674","1,2864","1,1989","611,42M","-4,96%"
"20.04.2021","1,2674","1,1959","1,2811","1,1300","794,19M","5,98%"
"19.04.2021","1,1959","1,2769","1,3231","1,1724","1,02B","-6,35%"
"18.04.2021","1,2769","1,3708","1,3813","1,0791","1,43B","-6,85%"
"17.04.2021","1,3709","1,4108","1,4568","1,3589","603,76M","-2,84%"
"16.04.2021","1,4109","1,4787","1,5180","1,3360","901,35M","-4,58%"
"15.04.2021","1,4787","1,4518","1,4919","1,4122","794,86M","1,86%"
"14.04.2021","1,4517","1,4124","1,5566","1,3547","1,61B","2,78%"
"13.04.2021","1,4124","1,3154","1,4367","1,2831","208,73M","7,36%"
"12.04.2021","1,3155","1,2633","1,3494","1,2633","873,74M","4,15%"
"11.04.2021","1,2631","1,2179","1,2898","1,1999","667,69M","3,71%"
"10.04.2021","1,2179","1,2021","1,2509","1,1949","432,91M","1,33%"
"09.04.2021","1,2019","1,2187","1,2289","1,1926","277,94M","-1,39%"
"08.04.2021","1,2189","1,1724","1,2242","1,1705","394,52M","3,82%"
"07.04.2021","1,1740","1,2519","1,2891","1,1601","742,13M","-6,22%"
"06.04.2021","1,2519","1,2117","1,3370","1,1917","1,11B","3,32%"
"05.04.2021","1,2117","1,1820","1,2251","1,1624","484,02M","2,51%"
"04.04.2021","1,1819","1,1633","1,1927","1,1534","370,27M","1,60%"
"03.04.2021","1,1633","1,1903","1,2406","1,1600","531,51M","-2,26%"
"02.04.2021","1,1903","1,1828","1,2438","1,1813","431,79M","0,63%"
"01.04.2021","1,1828","1,1915","1,2075","1,1730","367,82M","-0,72%"
"31.03.2021","1,1913","1,2128","1,2128","1,1565","466,52M","-1,76%"
"30.03.2021","1,2126","1,2027","1,2344","1,1900","397,50M","0,82%"
"29.03.2021","1,2028","1,1897","1,2292","1,1789","401,46M","1,12%"
"28.03.2021","1,1895","1,1767","1,2191","1,1674","394,82M","1,08%"
"27.03.2021","1,1768","1,2145","1,2370","1,1577","474,01M","-3,10%"
"26.03.2021","1,2145","1,0964","1,2856","1,0955","1,05B","10,76%"
"25.03.2021","1,0964","1,0677","1,1472","1,0485","699,56M","2,45%"
"24.03.2021","1,0702","1,1151","1,1635","1,0401","499,18M","-4,14%"
"23.03.2021","1,1163","1,1030","1,1728","1,0820","562,87M","1,17%"
"22.03.2021","1,1035","1,1862","1,2076","1,0800","611,13M","-7,02%"
"21.03.2021","1,1868","1,2005","1,2411","1,1608","514,59M","-1,13%"
"20.03.2021","1,2004","1,2958","1,3081","1,2003","658,17M","-7,37%"
"19.03.2021","1,2959","1,2313","1,3419","1,1835","1,26B","5,26%"
"18.03.2021","1,2312","1,3776","1,4719","1,2247","2,04B","-10,61%"
"17.03.2021","1,3774","1,2493","1,4283","1,2045","1,64B","10,26%"
"16.03.2021","1,2493","1,0306","1,2632","1,0018","1,77B","21,18%"
"15.03.2021","1,0310","1,0552","1,0703","1,0011","657,33M","-2,29%"
"14.03.2021","1,0551","1,1013","1,1019","1,0551","553,68M","-4,19%"
"13.03.2021","1,1013","1,0321","1,1880","0,9881","977,08M","6,71%"
"12.03.2021","1,0321","1,1243","1,1270","1,0298","642,18M","-8,19%"
"11.03.2021","1,1242","1,1334","1,1390","1,1089","477,61M","-0,79%"
"10.03.2021","1,1331","1,1971","1,2069","1,1180","626,55M","-5,35%"
"09.03.2021","1,1972","1,1185","1,2184","1,1126","898,49M","7,04%"
"08.03.2021","1,1185","1,1314","1,1780","1,1067","625,53M","-1,19%"
"07.03.2021","1,1319","1,1294","1,1444","1,1070","445,10M","0,25%"
"06.03.2021","1,1290","1,1583","1,1816","1,0867","757,08M","-2,52%"
"05.03.2021","1,1582","1,1125","1,1957","1,0379","1,31B","4,11%"
"04.03.2021","1,1125","1,2144","1,2299","1,0684","1,10B","-8,39%"
"03.03.2021","1,2143","1,2245","1,2655","1,2090","707,02M","-0,84%"
"02.03.2021","1,2246","1,2962","1,2990","1,1823","1,10B","-5,52%"
"01.03.2021","1,2962","1,3118","1,3441","1,2331","1,61B","-0,88%"
"28.02.2021","1,3077","1,3166","1,3585","1,1586","2,49B","-0,68%"
"27.02.2021","1,3166","1,2416","1,4841","1,2305","3,07B","6,04%"
"26.02.2021","1,2416","1,0751","1,2950","0,9930","2,73B","15,48%"
"25.02.2021","1,0752","1,0486","1,1733","1,0128","1,56B","2,58%"
"24.02.2021","1,0481","0,9638","1,0751","0,8996","1,67B","8,73%"
"23.02.2021","0,9640","1,0973","1,1405","0,8115","2,65B","-12,12%"
"22.02.2021","1,0969","1,0998","1,1445","0,8389","2,03B","-0,27%"
"21.02.2021","1,0998","1,1156","1,1497","1,0750","1,18B","-1,46%"
"20.02.2021","1,1161","0,9260","1,1971","0,9142","279,64M","20,55%"
"19.02.2021","0,9259","0,9137","0,9454","0,8808","839,10M","1,33%"
"18.02.2021","0,9138","0,8917","0,9566","0,8917","904,68M","2,47%"
"17.02.2021","0,8917","0,8704","0,8971","0,8239","750,02M","2,45%"
"16.02.2021","0,8704","0,8599","0,9051","0,8348","929,87M","1,19%"
"15.02.2021","0,8602","0,8444","0,9104","0,6891","1,44B","1,87%"
"14.02.2021","0,8444","0,9124","0,9187","0,8082","874,61M","-7,32%"
"13.02.2021","0,9111","0,9248","0,9500","0,8251","993,01M","-1,48%"
"12.02.2021","0,9249","0,9293","0,9474","0,8680","1,08B","-0,48%"
"11.02.2021","0,9293","0,9404","0,9791","0,8668","1,77B","-1,18%"
"10.02.2021","0,9404","0,7058","0,9496","0,7058","2,50B","33,23%"
"09.02.2021","0,7058","0,6778","0,7119","0,6660","1,12B","4,20%"
"08.02.2021","0,6774","0,6626","0,7227","0,6339","2,06B","2,24%"
"07.02.2021","0,6626","0,6339","0,7067","0,5858","2,60B","4,53%"
"06.02.2021","0,6339","0,5387","0,6658","0,5209","2,08B","17,52%"
"05.02.2021","0,5393","0,4395","0,5594","0,4366","2,00B","22,71%"
"04.02.2021","0,4395","0,4419","0,4496","0,4109","736,38M","-0,53%"
"03.02.2021","0,4419","0,4258","0,4484","0,4154","1,10B","3,78%"
"02.02.2021","0,4258","0,4084","0,4552","0,3891","2,25B","4,27%"
